Probe	ADCADN	ATRX	AUTS18	BAFopathy	BFLS	CdLS	CHARGE	Control	Down	Dup7	EEOC	FLHS	GTPTS	HMA	HVDAS_C	HVDAS_T	ICF1	ICF2_3_4	Kabuki	KDVS	Kleefstra	MRD51	MRX93	MRX97	MRXSCJ	MRXSN	MRXSSR	RMNS	RSTS	SBBYSS	SETD1B	Sotos	TBRS	WDSTS	Williams
cg14092997	NA	0.2418468	0.2539028	0.2735422	0.2137499	0.274925	0.3342082	0.3002267	0.2852249	0.3143053	0.3016202	0.244819	0.180533	0.3576435	0.2738121	0.309045	0.2300202	0.329141	0.3007198	0.2629918	0.3109373	0.2860252	0.295044	0.2307292	0.2229772	0.3081459	0.3128653	0.1581508	0.2688063	0.2640428	0.2998595	0.2660449	0.1993354	0.2554713	0.3626412
cg27029450	0.5851645	0.4402587	0.5034732	0.4935336	0.4571931	0.4106099	0.52473	0.5053943	0.4412107	0.5758382	0.4986678	0.4627523	0.3511221	0.4645981	0.4329329	0.5039466	0.5720397	0.4923202	0.50245	0.4714278	0.4710935	0.4675633	0.4603993	0.4577792	0.4736919	0.4285403	0.4788118	0.4244106	0.4709179	0.420417	0.5179753	0.5005795	0.3991565	0.4401846	0.509355
cg15240455	0.2895475	0.1605472	0.1524542	0.1347391	0.1326827	0.1301389	0.129354	0.1452587	0.1503696	0.161464	0.1150447	0.1614239	0.2619149	0.2212781	0.1368874	0.1400002	0.1601374	0.184315	0.1718335	0.1403049	0.135508	0.1513062	0.1761508	0.1656508	0.170385	0.2013602	0.1934189	0.1702659	0.1543194	0.1336647	0.1810208	0.1051429	0.1224347	0.1228471	0.160941
cg16998223	0.4767804	0.3088534	0.2969813	0.2900808	0.2506872	0.3045073	0.2666638	0.3024319	0.3427661	0.2924115	0.2769335	0.3757079	0.4352794	0.3894485	0.3450406	0.1731717	0.2042606	0.2698278	0.3256161	0.3123702	0.2822612	0.3265033	0.3477318	0.3465584	0.3218196	0.3888176	0.357599	0.3359362	0.3007247	0.276762	0.3457595	0.2254496	0.2677117	0.3071616	0.3266852
cg01397050	NA	0.6013802	0.4010304	0.4436162	0.4039172	0.4869806	0.4315906	0.4665525	0.5345904	0.5072181	0.3707095	0.51381	0.6658631	0.4800757	0.4829711	0.4716466	0.4148067	0.2716213	0.4924204	0.412372	0.4700371	0.4065983	0.4366357	0.4621502	0.4720202	0.5592285	0.5082155	0.4967722	0.4822709	0.4698633	0.4964166	0.4036241	0.3500375	0.4821356	0.4235702
cg24169822	0.5688131	0.4350478	0.421724	0.2769545	0.2802776	0.3632877	0.268587	0.3957893	0.5444286	0.3835326	0.8517467	0.2756265	0.1300896	0.3496936	0.3862988	0.3080474	0.4806924	0.5743943	0.2627512	0.2797816	0.3894839	0.4045584	0.3650852	0.4360391	0.3554506	0.3714706	0.3401833	0.3348249	0.3531144	0.2625841	0.6133553	0.4812836	0.2744623	0.2898617	0.5495187
cg15792653	0.2255983	0.1302196	0.135657	0.1452295	0.1372291	0.1192022	0.1512095	0.144414	0.1376639	0.1587226	0.1410747	0.1871615	0.2151958	0.1581324	0.114737	0.1281015	0.1759454	0.1433439	0.1465339	0.1354703	0.1398705	0.1373065	0.1469768	0.1426793	0.1455465	0.1562838	0.142496	0.139251	0.1255662	0.1375888	0.1578412	0.1324178	0.110303	0.1282685	0.1687686
cg16659510	0.8604019	0.8241301	0.800921	0.8136285	0.7495621	0.741339	0.8707239	0.8576733	0.8432436	0.9168576	0.7764466	0.8250295	0.7249692	0.7433361	0.7532702	0.8027535	0.8415882	0.8612075	0.8646811	0.8160299	0.7879692	0.7882044	0.7812056	0.808758	0.8234802	0.7890949	0.7612737	0.6715233	0.8157477	0.7914884	0.8222052	0.8654316	0.6682998	0.7838175	0.9081145
cg23220346	0.9421883	0.8052398	0.7351419	0.7808747	0.7786841	0.8084452	0.7727294	0.7904768	0.7982049	0.8261354	0.7481278	0.8172209	0.9156211	0.847249	0.7953137	0.7854972	0.735976	0.6953749	0.8112515	0.7761924	0.7804315	0.7679887	0.7667205	0.7992441	0.7772885	0.9067471	0.7822982	0.8339578	0.755823	0.6901838	0.8152574	0.7032574	0.7378762	0.7338449	0.7946805
cg11476985	0.45489	0.3792094	0.2883715	0.3529574	0.2826159	0.2819324	0.344766	0.3290302	0.3005991	0.3595436	0.2898164	0.2854283	0.2128793	0.4277934	0.2457674	0.3475902	0.3521991	0.2491344	0.2954534	0.2077053	0.381354	0.3424875	0.3272291	0.3056438	0.2827273	0.3455137	0.3566927	0.284656	0.3156993	0.2652406	0.3534005	0.3728665	0.2915236	0.3476123	0.3356701
cg02750941	NA	0.8230025	0.854121	0.8623593	0.8319408	0.8424879	0.8718118	0.8725943	0.806957	0.8640893	0.8696124	0.8572365	0.6853024	0.8223829	0.8478926	0.8584423	0.8587823	0.6126761	0.850688	0.8838644	0.8428679	0.8288653	0.8326612	0.8451375	0.866669	0.872873	0.8431419	0.819946	0.8522944	0.8409126	0.8632207	0.8725015	0.8442094	0.8276836	0.9044657
cg04902871	0.8757436	0.7186341	0.7259402	0.7297875	0.6814332	0.6848707	0.7578346	0.7708142	0.7467004	0.8350024	0.6862338	0.7453873	0.5985094	0.7649261	0.7509925	0.7124279	0.7001971	0.7296152	0.726755	0.765665	0.7139581	0.7306265	0.7205801	0.7405387	0.7553006	0.7778829	0.7753563	0.7042148	0.7301217	0.7298875	0.7828953	0.6331453	0.6438307	0.6968085	0.7541545
cg10805039	0.411986	0.3187552	0.2497538	0.3178333	0.2239702	0.2690224	0.3425574	0.3001111	0.2148347	0.3401581	0.2782137	0.2790508	0.1960694	0.3060377	0.266584	0.3041979	0.3348102	0.2319255	0.2818861	0.2310371	0.3501648	0.3014964	0.3011923	0.3032587	0.2406392	0.3574215	0.307494	0.2390874	0.3029261	0.2437974	0.388108	0.3371242	0.3192478	0.3341247	0.3429166
cg07764113	0.9080921	0.7556929	0.7292097	0.7664348	0.77061	0.7161369	0.7582954	0.7425267	0.6695819	0.7374754	0.7067083	0.7430752	0.8335361	0.7648818	0.7714305	0.7252865	0.6532061	0.5787538	0.7631298	0.7591059	0.7363821	0.7582639	0.7505567	0.7634351	0.7535345	0.7762895	0.7692427	0.7712554	0.7479471	0.7551683	0.7878755	0.709609	0.7291772	0.7295916	0.7806947
cg25876840	0.4354856	0.342137	0.2997742	0.3459136	0.3531647	0.3673768	0.3515418	0.3225298	0.3417095	0.3318804	0.3209333	0.3277399	0.2080492	0.3917338	0.2828496	0.3185747	0.2973633	0.2863561	0.3513218	0.3202574	0.3119567	0.2942046	0.3410232	0.2794206	0.3687644	0.2526128	0.3411217	0.3169275	0.3104311	0.2811957	0.3658215	0.2262386	0.2234305	0.324112	0.2954627
cg06809675	0.8016476	0.70856	0.8083079	0.8501091	0.8584044	0.7851025	0.8623993	0.8266719	0.8005967	0.8529339	0.7975799	0.8287183	0.7056496	0.8532128	0.7154699	0.7657424	0.80297	0.8114657	0.8114194	0.8583237	0.7733047	0.7777888	0.8008171	0.8047716	0.7778496	0.8037685	0.8339871	0.7441203	0.8129803	0.7906149	0.8229335	0.7864643	0.7568902	0.7558769	0.9179586
cg08666956	NA	0.8578097	0.6708699	0.8425805	0.7707797	0.7988143	0.8480367	0.8113103	0.7872872	0.8578436	0.7353349	0.8805886	0.9299596	0.8857745	0.8469848	0.7480954	0.7634088	0.6931642	0.8355856	0.8468672	0.7749398	0.7310811	0.7969771	0.8225035	0.8282165	0.8519271	0.8041992	0.8467768	0.8350707	0.7640107	0.8014582	0.668383	0.6986112	0.7713259	0.7623139
cg17177602	0.7243074	0.5973148	0.5657725	0.647494	0.5527708	0.5139481	0.595462	0.5788623	0.3442107	0.702044	0.678224	0.585763	0.4379068	0.5458921	0.6173151	0.5093428	0.655967	0.5602577	0.6416993	0.447568	0.6728219	0.5522417	0.5788541	0.5678579	0.5282931	0.7605687	0.5681138	0.512509	0.5603684	0.516707	0.6544364	0.6911997	0.4960744	0.5441227	0.4948881
cg06382546	NA	0.7620814	0.7174058	0.7414401	0.7337767	0.6912289	0.7608261	0.739195	0.73978	0.7477992	0.7630736	0.7767456	0.8679055	0.7454733	0.7345509	0.7151166	0.7256751	0.4656936	0.7498362	0.7457774	0.7060755	0.7237816	0.7036299	0.7105056	0.751613	0.7813284	0.7654103	0.756597	0.7303567	0.7261975	0.7311996	0.7629089	0.6721457	0.7087866	0.7631917
cg24160569	0.7584364	0.5448446	0.5403401	0.5866485	0.611606	0.5464733	0.5831096	0.590045	0.4183134	0.6566026	0.550754	0.5466723	0.4627466	0.5230212	0.5371566	0.5440212	0.5991055	0.5489136	0.5839609	0.4821421	0.48181	0.6312574	0.5757755	0.534416	0.5568889	0.526625	0.5563571	0.5823601	0.5715777	0.6052101	0.5732617	0.5993775	0.4880792	0.5718858	0.5378456
cg17553149	NA	0.36366439	0.32220391	0.40331594	0.35604062	0.35260544	0.36981143	0.41227788	0.54214368	0.37183181	0.43373261	0.53046715	0.25627682	0.74828308	0.3926508	0.39398353	0.06603369	0.44782992	0.41423647	0.32362875	0.33905775	0.4873513	0.46445094	0.44955404	0.4774468	0.33719644	0.4588905	0.29266982	0.29810523	0.33410053	0.35491026	0.16676458	0.33936211	0.40384131	0.50797664
cg02285791	NA	0.3397452	0.2699722	0.3843607	0.2518961	0.3430114	0.3999142	0.4100904	0.5374586	0.3496895	0.3424436	0.4490524	0.2762084	0.7429075	0.3750217	0.1891906	0.10602	0.3554582	0.4517152	0.396323	0.3378384	0.4074595	0.4214889	0.4028916	0.4952894	0.4159844	0.3873477	0.3081374	0.3770677	0.3271683	0.3753541	0.3078946	0.3057685	0.3610909	0.4796509
cg26478107	0.3878968	0.3090331	0.3662112	0.3264779	0.2579876	0.3001347	0.3401481	0.3606002	0.3636833	0.3156209	0.3145578	0.4403746	0.2644662	0.6658905	0.3165603	0.498039	0.2646255	0.3177243	0.3729311	0.3586103	0.3253367	0.3844877	0.4099875	0.4192271	0.4636087	0.2454367	0.3776648	0.263471	0.341017	0.3292908	0.3557484	0.1598174	0.2637658	0.3187401	0.4124871
cg01792601	0.2890587	0.2003018	0.1920131	0.254637	0.2317432	0.2006555	0.2228047	0.2376124	0.2750772	0.1772169	0.2218628	0.3202221	0.2089278	0.6059227	0.2814213	0.2075348	0.104801	0.1723538	0.2535936	0.2207735	0.2303016	0.3115651	0.2873872	0.257849	0.2995356	0.1323896	0.2567956	0.2116146	0.1775507	0.201092	0.2157607	0.1221458	0.2087363	0.2217927	0.2933361
cg04395689	0.3923962	0.2218662	0.1933577	0.2285229	0.1684139	0.2028034	0.2465287	0.2554714	0.2737541	0.291398	0.2126383	0.3269678	0.2180731	0.5170006	0.2216811	0.1831643	0.2264154	0.2417716	0.2396503	0.2452413	0.2319167	0.2381645	0.2758696	0.239238	0.2268758	0.2407648	0.2540674	0.1146058	0.2335092	0.2046972	0.2431425	0.1537632	0.1932919	0.2319993	0.2357371
cg08795949	0.4119107	0.2747815	0.2911183	0.3214798	0.284315	0.3206124	0.2284282	0.2884174	0.2763081	0.3228035	0.3118045	0.3986249	0.2118067	0.577768	0.3929366	0.2729498	0.1577731	0.2367203	0.2903078	0.3567341	0.2910133	0.341853	0.3614482	0.2818871	0.365311	0.3546615	0.3421764	0.3503	0.3777507	0.2838128	0.3666906	0.1441885	0.2756374	0.2849306	0.2261162
cg15986919	NA	0.3692434	0.3875184	0.4290492	0.3875388	0.4101299	0.4085562	0.4050907	0.4984944	0.4777264	0.3364969	0.408771	0.3394798	0.7185368	0.4626454	0.3932337	0.2960983	0.3285287	0.3688538	0.6406837	0.3793248	0.4554276	0.4882655	0.2845592	0.4876577	0.4844364	0.4395968	0.4264323	0.3759172	0.4157205	0.4202755	0.1011351	0.3235597	0.3166738	0.3601946
cg05038268	0.04684513	0.04360264	0.02491324	0.03425674	0.02466348	0.0482283	0.06663023	0.04336119	0.03056335	0.05699033	0.06825384	0.03952201	0.06084951	0.40594737	0.03107436	0.08641034	0.0858906	0.07281888	0.06751793	0.0399757	0.04612317	0.04314688	0.03933732	0.03129849	0.02180613	0.05121275	0.03302025	0.02584794	0.04548285	0.04186192	0.05847103	0.02931562	0.02123564	0.06662524	0.05213539
cg19091403	0.20595368	0.12237091	0.08921765	0.15225548	0.09698563	0.13261101	0.16615117	0.15346935	0.13817996	0.14593358	0.12300445	0.20092989	0.09932176	0.44425382	0.13531677	0.10515775	0.10995317	0.18515794	0.21010557	0.09928713	0.16948576	0.21172382	0.15834868	0.13549514	0.1124813	0.13624332	0.15901958	0.10010599	0.15646118	0.11922432	0.14145337	0.09558509	0.10025217	0.13223049	0.23697627
cg27562948	0.3645798	0.2491481	0.268393	0.3301076	0.2631438	0.3113308	0.2518627	0.2828637	0.280927	0.3041343	0.2686058	0.3094615	0.265796	0.5468384	0.3146572	0.1897284	0.2364865	0.2839216	0.3358092	0.2034259	0.2455115	0.2929784	0.2905082	0.2535276	0.2757002	0.2437725	0.2861435	0.1866704	0.2376969	0.252321	0.2768249	0.1385716	0.191145	0.2809261	0.2988623
cg00099295	NA	0.2818382	0.3225575	0.3891028	0.2610822	0.3575035	0.3919401	0.3970159	0.5030748	0.4390743	0.3997719	0.3500092	0.3579069	0.7098892	0.3751612	0.2932161	0.3319916	0.3882649	0.4612269	0.2766269	0.3873876	0.3982372	0.3762884	0.4499665	0.3628096	0.2781901	0.3890471	0.1978099	0.3868821	0.3656776	0.3234553	0.1192997	0.3196858	0.3490267	0.4261052
cg08299063	0.4509155	0.2160453	0.1910393	0.2083095	0.1860124	0.2035982	0.2111787	0.2166492	0.231065	0.1986595	0.1777495	0.2459044	0.1794659	0.4415437	0.2116317	0.1976646	0.2019488	0.1766003	0.2221296	0.1820992	0.2055959	0.2370055	0.2512472	0.225109	0.2236025	0.2185147	0.206885	0.2208069	0.1983729	0.1843025	0.2350352	0.1782791	0.1908104	0.1933745	0.2466626
cg12621203	NA	0.09568411	0.07337791	0.1028232	0.09145937	0.08482593	0.08622473	0.10149788	0.10400645	0.11355789	0.08931103	0.14110616	0.11838488	0.34833163	0.10349177	0.09406548	0.077418	0.14336915	0.08932257	0.09576245	0.08227112	0.11622	0.13884114	0.08292845	0.14033038	0.14239694	0.08416774	0.0629406	0.09420928	0.11197638	0.14838976	0.02624608	0.0464175	0.08621874	0.09646236
cg06359703	0.18566521	0.10922474	0.07685319	0.14584198	0.07784799	0.10612331	0.09566888	0.11463506	0.15420231	0.12434329	0.11703706	0.13697476	0.09663034	0.47880695	0.09971984	0.11968779	0.07575975	0.16126883	0.10467315	0.15058796	0.12697357	0.23883388	0.21283876	0.09885019	0.14562708	0.12194479	0.1512686	0.08569662	0.15638914	0.15453396	0.14296015	0.04515076	0.07660989	0.10602174	0.09413613
cg02888048	0.4115836	0.4198127	0.3915052	0.4886048	0.4309661	0.4279641	0.4420252	0.4539317	0.4694469	0.5515823	0.4936727	0.6283152	0.4763113	0.7626926	0.4805053	0.4491238	0.1767332	0.4413044	0.5014445	0.4323721	0.504275	0.4626426	0.4465163	0.4388415	0.4905781	0.4718016	0.4885639	0.4509534	0.4333617	0.4273736	0.4203246	0.2349164	0.4083283	0.4452899	0.5394743
cg22497095	0.6340945	0.6561298	0.5181996	0.6561859	0.5611606	0.5860909	0.6815618	0.6698058	0.7011866	0.7188065	0.5838379	0.8246877	0.5816573	0.9193154	0.684557	0.6200145	0.4516921	0.6442754	0.7103895	0.6483397	0.5944011	0.6905295	0.6785657	0.5844583	0.673599	0.3488602	0.610022	0.578041	0.6071007	0.569985	0.5898459	0.2768949	0.5297187	0.5896377	0.7979063
cg03862854	0.5163299	0.2868277	0.2964939	0.3136192	0.2717777	0.2612898	0.2853763	0.3089951	0.2500618	0.3303446	0.3053101	0.3308785	0.3236469	0.5136678	0.2834055	0.2995106	0.3429176	0.3238716	0.3124224	0.3977121	0.2870465	0.3025873	0.3696446	0.2680852	0.3565915	0.2964363	0.2788815	0.3055167	0.2853931	0.3051682	0.3446481	0.1798444	0.2365998	0.281049	0.3197704
cg10612560	0.7522956	0.5507403	0.55316	0.6219635	0.5612226	0.5675649	0.6408938	0.6403203	0.6649152	0.7276575	0.6632516	0.5937789	0.5390515	0.8142022	0.5593711	0.6360353	0.2907984	0.576883	0.618406	0.6106394	0.6087175	0.5796966	0.6101372	0.557341	0.6872707	0.4795997	0.6344022	0.5384417	0.5776407	0.575493	0.6543142	0.3231418	0.5416363	0.5735773	0.5541679
cg12673377	0.6660087	0.4512591	0.4285957	0.5057604	0.4794019	0.4680905	0.496515	0.5008162	0.5303385	0.5484688	0.4637311	0.5420721	0.4492152	0.6427505	0.4800459	0.4629252	0.3850083	0.4413204	0.5041319	0.4697442	0.4783324	0.4781587	0.4886415	0.4286283	0.5195088	0.4917531	0.4895966	0.5004479	0.4675225	0.4950964	0.5207984	0.3973566	0.445009	0.4613288	0.5071709
cg21038264	0.1852581	0.1383171	0.117622	0.1443078	0.1217521	0.1201222	0.1453214	0.127699	0.1194218	0.1315135	0.1026602	0.1277152	0.1220549	0.3658256	0.1329801	0.1095961	0.1270314	0.129674	0.1360819	0.1226458	0.1354401	0.1513496	0.1621505	0.1229958	0.1321183	0.1295749	0.1376295	0.1391728	0.1311543	0.1337579	0.1526085	0.1065116	0.1155135	0.1192367	0.1401945
cg15387132	0.11076484	0.04445202	0.03966622	0.05676879	0.05146109	0.0542556	0.05965403	0.04715212	0.05089888	0.05609393	0.03164448	0.03977888	0.02260076	0.32424845	0.03696689	0.06093457	0.06293973	0.05339742	0.04819762	0.02440547	0.060505	0.05474701	0.06657699	0.06422959	0.03226442	0.11084387	0.06598758	0.02942267	0.04206136	0.04395578	0.30848364	0.04926516	0.03420934	0.05010345	0.08685528
cg00118978	0.3926485	0.278549	0.2802675	0.3467197	0.2773995	0.2808435	0.3312019	0.3412115	0.2459198	0.4737864	0.2993689	0.3858157	0.3588954	0.5895436	0.3873153	0.2217722	0.3391705	0.310947	0.3435206	0.3820687	0.336495	0.3581741	0.3811639	0.2432202	0.3994991	0.3043069	0.2929403	0.3090486	0.3120786	0.3213096	0.3197261	0.129453	0.2008046	0.2908836	0.2948353
cg05324407	0.6633741	0.5615176	0.574635	0.7709715	0.5705065	0.7127019	0.7741073	0.6861894	0.6988091	0.853764	0.6579485	0.8209913	0.7712505	0.9055811	0.7638137	0.6074506	0.6779282	0.6057308	0.67269	0.7984508	0.6827583	0.6804566	0.7014805	0.5683406	0.8083243	0.8451398	0.5991746	0.688112	0.7384363	0.7523996	0.704571	0.3290869	0.5850881	0.6749816	0.6203224
cg18388270	0.25276125	0.40174472	0.35980737	0.45168851	0.38456872	0.42576697	0.43229093	0.42444345	0.43153739	0.54868579	0.45297017	0.64435902	0.34806102	0.72853083	0.40444683	0.33392608	0.05417512	0.32854201	0.43009243	0.47454601	0.43620773	0.38334885	0.41376896	0.3806737	0.49307008	0.27952557	0.40045294	0.34130497	0.38720004	0.33769573	0.25739726	0.23076665	0.36319953	0.434834	0.36291873
cg25334934	0.5740009	0.6057503	0.7514121	0.7914981	0.748549	0.7603522	0.6772991	0.7406285	0.8102912	0.8284682	0.7839105	0.8336292	0.7649646	0.9580446	0.740831	0.7005062	0.4994542	0.8094877	0.8437801	0.8568143	0.7445635	0.7596953	0.766196	0.6493304	0.8576241	0.8689285	0.7570202	0.7823407	0.7860148	0.8479314	0.8061264	0.1917451	0.6590941	0.7287151	0.7320833
cg20883227	0.3899868	0.3313104	0.3014219	0.3088869	0.2653974	0.3116415	0.2958308	0.3193496	0.2983123	0.3140283	0.3022049	0.3042834	0.2801314	0.4823473	0.2987486	0.3124913	0.256395	0.287499	0.3046404	0.2913511	0.301932	0.3423476	0.3451228	0.3196101	0.3267041	0.3268788	0.3241317	0.3341107	0.2920939	0.2894726	0.3603512	0.2957651	0.2857884	0.2795641	0.3212077
cg15924568	0.6219594	0.4897842	0.4560544	0.5258316	0.5215129	0.4963681	0.4976443	0.5056505	0.4798336	0.5160145	0.5226248	0.5439469	0.4720228	0.645889	0.506671	0.4702917	0.4052015	0.4667978	0.5085972	0.4876053	0.4954827	0.4838402	0.5190781	0.4235644	0.5320743	0.4160996	0.5079073	0.4664706	0.5137789	0.4888458	0.5293027	0.3362172	0.4467452	0.4961657	0.5484617
cg01048751	0.4217654	0.3397364	0.3095859	0.3511357	0.2730207	0.3448409	0.3293342	0.3348431	0.3158717	0.3563235	0.3067162	0.2813849	0.3400674	0.5498712	0.3718528	0.3412134	0.3681486	0.2985725	0.3657082	0.333244	0.3342335	0.3514218	0.3720717	0.3114979	0.3627071	0.3464548	0.3539178	0.3322216	0.348347	0.3760338	0.351519	0.2100742	0.3023033	0.3352361	0.3119365
cg09720573	0.3902517	0.3833994	0.4281967	0.4298837	0.3953394	0.4188979	0.3693389	0.4114101	0.423678	0.3530779	0.4386664	0.4581924	0.396285	0.6327887	0.4410476	0.4237633	0.3351109	0.3774333	0.4387471	0.4552309	0.413122	0.4763192	0.4764087	0.4407694	0.4746592	0.4560306	0.5061109	0.3956781	0.4307392	0.4185424	0.4528171	0.2274202	0.4006208	0.4240177	0.3981621
cg14417760	0.4432445	0.4016678	0.3608657	0.386297	0.381869	0.3652489	0.3763096	0.3943344	0.3668576	0.3871168	0.3574412	0.4736925	0.3547574	0.5758168	0.3760462	0.4185901	0.4092267	0.357622	0.4224746	0.3731592	0.383657	0.3996552	0.4148931	0.3517401	0.4146958	0.3723253	0.4103324	0.3313184	0.3834764	0.359322	0.4067371	0.2796334	0.3457014	0.3851952	0.4136965
cg11936341	0.6177969	0.5045771	0.4654688	0.5153554	0.4704699	0.4446384	0.4808013	0.5152872	0.524008	0.5360083	0.5741257	0.6144811	0.5810095	0.6713842	0.4703955	0.4741666	0.2298897	0.5112447	0.5334325	0.5429703	0.4899757	0.4843433	0.5283004	0.4707744	0.5805084	0.393856	0.5170429	0.4100808	0.4851124	0.5401802	0.5492304	0.2373995	0.3877566	0.4650257	0.54726
cg24132694	0.34689032	0.16276002	0.16052612	0.19209804	0.12196868	0.17501972	0.18398197	0.19717608	0.19898222	0.2202248	0.19341403	0.09838224	0.16023049	0.39512352	0.17611998	0.16400569	0.13403733	0.19440817	0.2284864	0.19206092	0.20480918	0.1969168	0.23514591	0.17256116	0.19862488	0.27151064	0.21435745	0.1174169	0.16142715	0.17221104	0.18424432	0.12556938	0.15829112	0.17535415	0.22046785
cg02624701	0.3495242	0.2997692	0.3164574	0.3490352	0.3597146	0.2955185	0.3588865	0.3391501	0.3776472	0.3429575	0.3550694	0.2740103	0.2293157	0.57901	0.4085791	0.3228828	0.0577448	0.227504	0.387113	0.3703715	0.3724082	0.4332231	0.3673209	0.3072873	0.3993373	0.2427377	0.3852491	0.3129824	0.3308065	0.3748771	0.3797895	0.1869958	0.3125358	0.3403499	0.3950122
cg13871708	0.31666292	0.14520619	0.20177904	0.1550277	0.16304753	0.14534326	0.15722359	0.17940115	0.19588549	0.2403107	0.14682303	0.27529491	0.11435007	0.38039584	0.18120713	0.13542205	0.19023299	0.12346956	0.13906025	0.1390655	0.13391156	0.20789851	0.20313003	0.17242326	0.22250067	0.25703061	0.19167569	0.26563823	0.19026481	0.16248458	0.24164418	0.09697431	0.11342731	0.16392258	0.20408264
cg18105725	0.8239402	0.515361	0.4361221	0.5924084	0.4832195	0.5091601	0.539419	0.5517405	0.4857347	0.5964938	0.5283041	0.6333169	0.5625749	0.7077779	0.5725801	0.5130119	0.4014927	0.5179481	0.5846443	0.5521331	0.4908153	0.5475004	0.5704565	0.4762432	0.6022753	0.5740729	0.48918	0.5940218	0.5534521	0.5539812	0.5803303	0.3378324	0.4431678	0.5102303	0.5497534
cg14886572	0.3210368	0.283691	0.2128988	0.2786801	0.2539878	0.2371029	0.2588203	0.2671815	0.2532831	0.3118783	0.2412179	0.2500158	0.2240723	0.5650432	0.2492831	0.2642263	0.2080762	0.2387563	0.3336944	0.2834732	0.2626867	0.2926497	0.3168283	0.2327978	0.3131725	0.2231033	0.2605002	0.2711593	0.2809249	0.2950195	0.3046199	0.1584609	0.2036778	0.2538899	0.2524277
cg20907471	0.5121732	0.3143193	0.280104	0.3237913	0.2533822	0.3079786	0.3047248	0.3166465	0.3207499	0.3249171	0.2849988	0.3584946	0.3234907	0.4971991	0.3183424	0.2979371	0.3229325	0.2503688	0.3292077	0.2946776	0.3521578	0.3452536	0.3273009	0.2979939	0.3333379	0.374771	0.3087398	0.3796348	0.3040962	0.3198962	0.3236823	0.2224075	0.2839385	0.2948875	0.3542532
cg14529565	0.3938197	0.2431088	0.2072244	0.2695826	0.2102758	0.2301242	0.2264784	0.2455149	0.2295545	0.2676882	0.2302863	0.3068674	0.2649461	0.4174866	0.2481361	0.2283563	0.2376995	0.2144342	0.2575555	0.2872104	0.230508	0.2580918	0.2795751	0.2369605	0.2998181	0.2712489	0.2512488	0.2978065	0.2437569	0.2338635	0.2768506	0.1453492	0.2090214	0.2225298	0.2469693
cg15705865	NA	0.4747678	0.4201031	0.4589158	0.3544261	0.4635388	0.4216061	0.4344861	0.5268479	0.5176496	0.4225579	0.5666884	0.4587627	0.6372068	0.4950806	0.374254	0.4305694	0.4746663	0.4572492	0.4126061	0.3582058	0.3991039	0.4588629	0.3769482	0.5030289	0.5583485	0.4431364	0.5391906	0.4761844	0.4695649	0.43989	0.1586279	0.3207319	0.4757907	0.383387
cg03954144	0.48125471	0.40042351	0.55035903	0.4856634	0.4656738	0.42770561	0.45618997	0.52259449	0.57734002	0.59274201	0.49124383	0.66321718	0.3802509	0.72882485	0.40995393	0.45782343	0.07387987	0.58236522	0.55987513	0.52280692	0.47469276	0.58204051	0.55964088	0.40772015	0.5623074	0.38321907	0.50755897	0.434837	0.49471933	0.40166734	0.46831717	0.17537903	0.436017	0.50249504	0.5739237
cg19005168	0.3576366	0.2358999	0.2266913	0.2845445	0.2596412	0.2470966	0.2498788	0.2719639	0.2696314	0.2740116	0.2414043	0.2890929	0.2369221	0.4484993	0.2804345	0.2571846	0.2635217	0.1936651	0.2646915	0.2559639	0.2521345	0.323808	0.3232223	0.2918197	0.287384	0.2910665	0.322748	0.2726855	0.2510689	0.2519986	0.2991179	0.1867383	0.2452814	0.2673448	0.2613248
cg05127899	0.0905329	0.09688467	0.0744178	0.07903132	0.0555987	0.08856201	0.10742734	0.092268	0.07271024	0.09726457	0.09040902	0.06767267	0.11581031	0.39199014	0.10761188	0.06415992	0.13077614	0.07243454	0.08892226	0.13584856	0.11669723	0.14868365	0.13293238	0.13305641	0.11514743	0.10610418	0.1130322	0.0852312	0.09454009	0.08013856	0.11724333	0.05972494	0.07709509	0.0977458	0.11627535
cg19497998	NA	0.5358027	0.5662312	0.5670482	0.5114081	0.5591531	0.5770813	0.5936191	0.5918367	0.5340008	0.5672261	0.5794795	0.5059722	0.7654121	0.5670514	0.594746	0.4636293	0.545157	0.5799652	0.5853353	0.5422331	0.6223955	0.6451026	0.6347042	0.6347747	0.4935294	0.6134452	0.5014973	0.5887405	0.5373079	0.593456	0.3517725	0.5366817	0.5373677	0.6543255
cg14832998	0.3632368	0.158357	0.2141311	0.2166163	0.1921314	0.1793865	0.1804687	0.210309	0.2287446	0.3395634	0.1641245	0.2609102	0.2417497	0.4177684	0.1681722	0.1612277	0.2190911	0.1410291	0.1866215	0.2192211	0.1693621	0.2082269	0.2349528	0.172961	0.2691895	0.2946544	0.2154037	0.2795975	0.1873986	0.1174993	0.2226823	0.2720349	0.165025	0.1926612	0.1788786
